fighter,age,height,wins_total,losses_total,SLpM_total,SApM_total
Sanae Kikuta,52.0,175.26,31.0,9.0,0.7,0.9
Santiago Ponzinibbio,37.0,182.88,30.0,7.0,4.9,4.67
Saparbeg Safarov,37.0,185.42,9.0,3.0,4.03,2.96
Sara McMann,43.0,167.64,13.0,6.0,2.26,1.9200000000000002
Sarah Alpar,32.0,162.56,9.0,6.0,2.36,6.06
Sarah Frota,36.0,167.64,9.0,2.0,4.52,2.57
Sarah Kaufman,38.0,165.1,18.0,4.0,6.650000000000001,4.0
Sarah Moras,35.0,170.18,6.0,8.0,2.28,3.58
Sasha Palatnikov,35.0,185.42,6.0,4.0,6.69,5.44
Satoshi Honma,55.0,185.42,4.0,6.0,0.0,0.0
Scott Adams,,182.88,8.0,1.0,0.0,0.0
Scott Askham,35.0,190.5,14.0,4.0,3.03,3.52
Scott Baker,,182.88,1.0,1.0,0.0,0.0
Scott Bessac,,193.04,4.0,6.0,0.0,0.0
Scott Ferrozzo,58.0,180.34,4.0,2.0,0.0,0.0
Scott Fiedler,,193.04,0.0,1.0,0.0,0.0
Scott Holtzman,40.0,175.26000000000002,14.0,6.0,4.32,3.6599999999999997
Scott Jorgensen,41.0,165.1,15.0,12.0,3.3699999999999997,3.41
Scott Junk,45.0,185.42,8.0,3.0,5.13,1.81
Scott Morris,,177.8,2.0,1.0,0.0,0.0
Scott Smith,44.0,182.88,18.0,11.0,1.9,5.87
Sean Alvarez,52.0,182.88,4.0,3.0,0.89,3.25
Sean Brady,31.0,177.8,16.0,1.0,3.77,3.55
Sean Daugherty,48.0,182.88,0.0,2.0,0.0,0.0
Sean Gannon,,190.5,2.0,1.0,0.0,6.38
Sean McCorkle,47.0,200.66,17.0,7.0,0.85,2.48
Sean O'Connell,40.0,185.42,17.0,9.0,5.46,6.7700000000000005
Sean O'Malley,29.0,180.34,18.0,1.0,7.629999999999999,3.52
Sean Pierson,48.0,182.88,14.0,6.0,3.84,3.73
Sean Salmon,46.0,177.8,18.0,21.0,1.49,2.03
Sean Sherk,50.0,167.64,36.0,4.0,2.17,2.7099999999999995
Sean Soriano,34.0,175.26,14.0,8.0,3.18,2.14
Sean Spencer,36.0,177.8,12.0,6.0,4.24,4.02
Sean Strickland,33.0,185.42,28.0,6.0,5.91,4.33
Sean Woodson,31.0,187.96,11.0,1.0,5.400000000000001,4.0
Sedriques Dumas,28.0,187.96,9.0,1.0,1.88,2.01
Semmy Schilt,50.0,208.28,26.0,14.0,1.2,1.31
Seo Hee Ham,37.0,157.48,17.0,8.0,4.2,5.15
Sergei Pavlovich,31.0,190.5,18.0,2.0,8.21,4.61
Sergey Khandozhko,31.0,185.42,28.0,6.0,3.41,2.37
Sergey Morozov,34.0,167.64,19.0,5.0,3.01,2.97
Serghei Spivac,29.0,190.5,16.0,4.0,3.5399999999999996,3.7899999999999996
Sergio Moraes,41.0,182.88,14.0,6.0,2.42,3.73
Sergio Pettis,30.0,167.64000000000001,18.0,5.0,3.88,2.91
Serhiy Sidey,27.0,180.34,10.0,2.0,5.16,4.19
Seth Baczynski,42.0,190.5,20.0,14.0,3.08,3.14
Seth Petruzelli,44.0,182.88,14.0,8.0,2.17,2.08
SeungGuk Choi,27.0,167.64,7.0,3.0,2.69,2.69
SeungWoo Choi,31.0,182.88,11.0,6.0,3.48,3.02
Shamar Bailey,41.0,175.26,16.0,11.0,1.5599999999999998,3.91
Shamil Abdurakhimov,42.0,190.5,20.0,8.0,2.41,3.02
Shamil Gamzatov,33.0,187.96,14.0,1.0,5.35,3.46
Shamil Gaziev,34.0,193.04,12.0,1.0,2.63,4.73
Shana Dobson,34.0,167.64,4.0,5.0,3.34,5.2
Shane Burgos,33.0,180.34,15.0,3.0,7.4,6.78
Shane Campbell,37.0,182.88,14.0,6.0,3.9900000000000007,3.19
Shane Carwin,49.0,187.96,12.0,2.0,4.38,3.53
Shane Howell,40.0,172.72,13.0,10.0,1.27,2.55
Shane Nelson,39.0,175.26,16.0,7.0,1.38,2.84
Shane Primm,39.0,190.5,5.0,5.0,0.83,2.25
Shane Roller,44.0,177.80000000000004,11.0,7.0,2.04,2.65
Shane Young,30.0,172.72,13.0,8.0,5.19,5.46
Shane del Rosario,40.0,193.04,11.0,2.0,3.93,2.97
Shanna Young,33.0,170.18,9.0,6.0,3.18,4.88
Shannon Gugerty,42.0,177.8,15.0,7.0,1.25,1.8799999999999997
Shannon Ross,34.0,167.64,13.0,9.0,5.96,7.39
Shara Magomedov,29.0,187.96,12.0,0.0,7.53,4.33
Shauna Bannon,30.0,165.1,5.0,1.0,3.6,3.73
Shavkat Rakhmonov,29.0,185.42,18.0,0.0,4.12,2.41
Shawn Jordan,39.0,182.88,19.0,8.0,2.87,3.3
Shayilan Nuerdanbieke,29.0,172.72,39.0,11.0,2.28,2.94
Shayna Baszler,43.0,170.18,15.0,11.0,2.49,6.36
Sheila Gaff,34.0,165.1,9.0,7.0,1.6,2.89
Sheldon Westcott,39.0,185.42,10.0,3.0,2.26,3.73
Sherman Pendergarst,56.0,185.42,11.0,18.0,1.23,3.08
Sheymon Moraes,33.0,172.72,11.0,4.0,3.0,3.6399999999999997
Shinsho Anzai,38.0,170.18,10.0,3.0,3.23,3.75
Shonie Carter,51.0,177.80000000000004,51.0,31.0,1.62,2.32
Shunichi Shimizu,39.0,165.1,30.0,18.0,0.14,4.68
Sijara Eubanks,38.0,162.56,8.0,7.0,4.3,3.4300000000000006
Silvana Gomez Juarez,39.0,160.02,11.0,5.0,4.26,4.04
Simeon Thoresen,40.0,185.42,17.0,6.0,3.85,3.85
Sione Latu,,182.88,1.0,0.0,0.0,0.0
Sirwan Kakai,34.0,165.1,12.0,5.0,3.57,4.63
Siyar Bahadurzada,39.0,180.34,24.0,8.0,2.91,3.23
Soa Palelei,46.0,193.04,22.0,5.0,2.47,2.68
Sodiq Yusuff,30.0,175.26,13.0,3.0,5.72,4.33
Solomon Hutcherson,51.0,180.34,11.0,7.0,2.59,2.59
Song Kenan,34.0,182.88,20.0,8.0,4.36,6.38
Song Yadong,26.0,172.72,21.0,8.0,4.49,3.96
Spencer Fisher,47.0,170.18,24.0,9.0,3.17,3.03
Spike Carlyle,30.0,172.72,9.0,3.0,2.55,3.85
Stanislav Nedkov,42.0,180.34,12.0,2.0,3.33,5.39
Stefan Sekulic,32.0,182.88,12.0,4.0,1.83,2.83
Stefan Struve,36.0,210.82000000000002,33.0,13.0,3.1199999999999997,4.04
Stephan Bonnar,46.0,193.04,15.0,9.0,2.76,3.01
Stephanie Egger,35.0,167.64000000000001,8.0,5.0,2.2,2.48
Stephen Bass,41.0,175.26,11.0,2.0,4.87,5.87
Stephen Thompson,41.0,182.88,17.0,7.0,4.11,3.03
Steve Berger,50.0,180.34,21.0,23.0,1.0,3.26
Steve Bosse,42.0,180.34,12.0,2.0,5.989999999999999,5.38
Steve Bruno,42.0,177.80000000000004,15.0,6.0,0.96,3.3800000000000003
Steve Byrnes,,182.88,6.0,1.0,1.2,2.67
Steve Cantwell,37.0,187.96,7.0,6.0,3.6300000000000003,5.760000000000001
Steve Erceg,28.0,172.72,12.0,1.0,4.57,3.64
Steve Garcia,31.0,182.88,15.0,5.0,4.85,2.4
Steve Jennum,,177.80000000000004,2.0,3.0,0.0,0.0
Steve Judson,,180.34,0.0,2.0,0.0,0.0
Steve Kennedy,41.0,180.34,24.0,8.0,2.28,5.52
Steve Lopez,39.0,180.34,13.0,6.0,1.39,2.69
Steve Montgomery,33.0,193.04,9.0,5.0,4.85,4.12
Steve Nelmark,,182.88,2.0,1.0,0.0,0.0
Steve Steinbeiss,42.0,190.5,9.0,4.0,3.92,1.86
Steve Vigneault,46.0,177.8,12.0,6.0,2.19,5.75
Steven Graham,,185.42,2.0,1.0,0.0,0.0
Steven Koslow,27.0,170.18,6.0,1.0,0.77,3.73
Steven Nguyen,30.0,180.34,9.0,2.0,7.15,7.36
Steven Peterson,33.0,177.8,19.0,11.0,4.76,5.94
Steven Siler,37.0,180.34,29.0,16.0,3.21,2.96
Stevie Lynch,,177.8,5.0,2.0,2.47,7.06
Stevie Ray,34.0,177.8,23.0,9.0,3.73,2.93
Stipe Miocic,41.0,193.04,20.0,4.0,4.82,3.8199999999999994
Sultan Aliev,39.0,180.34,15.0,3.0,1.41,2.2
Suman Mokhtarian,31.0,172.72,8.0,5.0,2.21,6.85
Sumudaerji,28.0,172.72,16.0,6.0,4.64,2.73
Sung Bin Jo,31.0,182.88,9.0,1.0,1.4,2.67
Syuri Kondo,35.0,162.56,6.0,3.0,5.4,7.22
TJ Brown,33.0,175.26,17.0,11.0,3.37,2.89
TJ Dillashaw,38.0,167.64,18.0,5.0,5.09,3.47
TJ Grant,40.0,177.8,21.0,5.0,3.95,3.2100000000000004
TJ Laramie,26.0,167.64,12.0,5.0,1.49,2.64
TJ O'Brien,37.0,187.96,20.0,8.0,3.77,4.78
TJ Waldburger,35.0,180.34,16.0,9.0,2.02,2.39
Tabatha Ricci,29.0,154.94,9.0,2.0,4.41,4.86
Tae Hyun Bang,40.0,175.26,18.0,10.0,2.72,2.07
Tafon Nchukwi,29.0,182.88,6.0,4.0,5.57,4.11
Tagir Ulanbekov,32.0,170.18,15.0,2.0,3.22,3.3
Tai Bowden,,180.34,1.0,1.0,0.0,0.0
Tai Tuivasa,31.0,187.96,15.0,7.0,3.96,5.05
Taila Santos,30.0,167.64000000000001,19.0,3.0,3.39,2.64
Tainara Lisboa,33.0,170.18,7.0,2.0,2.05,1.4
Takanori Gomi,45.0,170.18,35.0,14.0,3.81,3.52
Takashi Sato,33.0,177.8,16.0,7.0,2.21,3.73
Takenori Sato,38.0,177.8,19.0,11.0,0.46,12.92
Takeya Mizugaki,40.0,170.18,21.0,11.0,3.37,3.27
Talita Alencar,33.0,154.94,5.0,0.0,2.37,4.8
Talita Bernardo,37.0,162.56,6.0,4.0,3.12,4.04
Tamdan McCrory,37.0,193.04,14.0,5.0,2.07,1.6
Tamires Vidal,25.0,167.64,7.0,2.0,4.25,4.53
Tanner Boser,32.0,187.96,21.0,10.0,4.7,2.75
Tarec Saffiedine,37.0,177.80000000000004,16.0,7.0,4.05,3.06
Tateki Matsuda,38.0,170.18,13.0,8.0,3.2,3.43
Tatiana Suarez,33.0,165.1,11.0,0.0,4.27,1.3800000000000001
Tatsuro Taira,24.0,170.18,15.0,0.0,3.5099999999999993,1.15
Tatsuya Kawajiri,45.0,170.18,36.0,11.0,2.04,2.01
Taylor Lapilus,31.0,167.64,19.0,4.0,3.91,2.37
Te Edwards,33.0,172.72,6.0,3.0,1.5,4.15
Tecia Torres,34.0,154.94,13.0,6.0,4.74,3.5899999999999994
Tedd Williams,54.0,185.42,7.0,1.0,0.0,0.0
Teemu Packalen,36.0,185.42,8.0,3.0,2.57,3.91
Tereza Bleda,22.0,175.26,7.0,1.0,3.02,1.86
Terrance McKinney,29.0,177.8,15.0,6.0,4.46,2.51
Terrence Mitchell,34.0,177.8,14.0,4.0,2.21,8.85
Terrion Ware,37.0,172.72,17.0,9.0,4.02,6.07
Terry Etim,38.0,185.42,16.0,5.0,2.16,2.53
Terry Martin,43.0,172.72,23.0,11.0,2.82,3.1300000000000003
Teruto Ishihara,32.0,170.18,10.0,7.0,3.26,3.63
Thaddeus Luster,,190.5,0.0,1.0,0.0,0.0
Thales Leites,42.0,185.42,28.0,9.0,2.13,2.99
Themba Gorimbo,33.0,185.42,12.0,4.0,2.3,1.67
Thiago Alves,40.0,175.26,23.0,15.0,3.73,3.42
Thiago Moises,29.0,175.26,18.0,7.0,2.47,4.19
Thiago Perpetuo,36.0,177.80000000000004,9.0,4.0,5.39,3.51
Thiago Santos,40.0,187.96,22.0,11.0,3.72,2.57
Thiago Silva,41.0,187.96,19.0,6.0,3.9200000000000004,2.55
Thiago Tavares,39.0,170.18,21.0,7.0,2.0,2.31
Thibault Gouti,37.0,177.80000000000004,12.0,5.0,3.68,5.64
Thomas Almeida,32.0,170.18,22.0,5.0,4.84,4.93
Thomas Gifford,31.0,185.42,14.0,9.0,3.97,6.45
Thomas Petersen,28.0,185.42,8.0,2.0,3.79,3.79
Thomas Ramirez,,185.42,0.0,1.0,0.0,0.0
Tiago dos Santos e Silva,36.0,175.26,20.0,7.0,3.69,4.23
Tiki Ghosn,47.0,177.8,10.0,7.0,2.78,2.94
Tim Boetsch,43.0,182.88,21.0,13.0,2.93,2.9
Tim Credeur,46.0,190.5,12.0,4.0,3.59,3.13
Tim Elliott,37.0,170.18,21.0,13.0,3.3899999999999997,2.66
Tim Gorman,40.0,165.1,9.0,4.0,2.73,5.57
Tim Hague,40.0,193.04,21.0,13.0,2.79,4.14
Tim Kennedy,44.0,180.34,18.0,6.0,2.78,1.8400000000000003
Tim Lajcik,58.0,185.42,7.0,6.0,0.0,0.0
Tim McKenzie,41.0,182.88,14.0,9.0,1.37,2.96
Tim Means,40.0,187.96,33.0,15.0,5.1,3.65
Tim Sylvia,48.0,203.2,31.0,10.0,4.23,2.61
Tim Williams,37.0,187.96,15.0,5.0,3.07,3.55
Timmy Cuamba,25.0,175.26,8.0,2.0,2.53,4.23
Timothy Johnson,39.0,190.5,12.0,4.0,3.43,3.0800000000000005
Timur Valiev,34.0,167.64,18.0,3.0,5.19,3.33
Tina Lahdemaki,35.0,157.48,5.0,1.0,1.93,4.67
Tito Ortiz,49.0,190.5,19.0,12.0,2.5900000000000003,2.88
Todd Brown,47.0,180.34,16.0,4.0,2.15,3.85
Todd Butler,,185.42,1.0,4.0,0.0,0.0
Todd Duffee,38.0,190.5,9.0,3.0,5.93,2.87
Todd Medina,,177.8,11.0,9.0,0.0,0.0
Tom Aspinall,30.0,195.58,14.0,3.0,7.72,2.77
Tom Blackledge,,182.88,10.0,7.0,2.91,2.55
Tom Breese,32.0,190.5,12.0,3.0,3.34,2.81
Tom DeBlass,41.0,182.88,9.0,2.0,1.5,4.43
Tom Duquesnoy,30.0,170.18,16.0,2.0,3.83,5.3
Tom Egan,,180.34,7.0,5.0,0.0,3.91
Tom Gallicchio,37.0,177.8,19.0,10.0,3.53,7.07
Tom Lawlor,40.0,182.88,10.0,6.0,2.5,2.41
Tom Murphy,49.0,187.96,8.0,0.0,2.5,0.17
Tom Niinimaki,41.0,175.26,22.0,8.0,1.91,2.31
Tom Nolan,24.0,190.5,6.0,1.0,10.27,9.45
Tom Watson,41.0,185.42,17.0,9.0,4.01,4.41
Tomasz Drwal,42.0,185.42,21.0,5.0,3.2900000000000005,2.26
Tommy Hayden,38.0,175.26,11.0,3.0,1.48,2.05
Tommy Speer,39.0,177.8,21.0,7.0,2.56,5.12
Tony DeSouza,49.0,182.88,11.0,4.0,1.12,1.57
Tony Ferguson,40.0,180.33999999999997,26.0,10.0,4.94,4.41
Tony Fryklund,53.0,182.88,14.0,9.0,3.49,6.5
Tony Gravely,32.0,165.1,23.0,9.0,3.82,4.47
Tony Halme,61.0,190.5,0.0,4.0,0.0,0.0
Tony Kelley,37.0,175.26,8.0,3.0,5.55,4.85
Tony Petarra,,180.34,2.0,3.0,0.0,0.0
Tony Sims,38.0,180.34,12.0,4.0,1.8099999999999998,0.7600000000000001
Tonya Evinger,42.0,170.18,19.0,8.0,1.16,4.02
Tor Troeng,41.0,187.96,16.0,7.0,1.16,3.26
Toshiomi Kazama,26.0,170.18,10.0,4.0,2.22,3.94
Townsend Saunders,,165.1,0.0,2.0,0.0,0.0
Tra Telligman,59.0,187.96,7.0,5.0,1.83,3.02
Tracy Cortez,30.0,165.1,11.0,1.0,4.11,2.79
Travis Browne,41.0,198.12,18.0,7.0,2.93,4.31
Travis Fulton,46.0,182.88,253.0,53.0,0.0,0.0
Travis Lutter,50.0,180.34,10.0,6.0,0.41,2.42
Travis Wiuff,46.0,190.5,75.0,21.0,0.48,4.03
Trent Jenkins,,187.96,0.0,4.0,0.0,0.0
Tresean Gore,29.0,182.88,5.0,2.0,3.0400000000000005,6.13
Trevin Giles,31.0,182.88,16.0,6.0,3.27,2.22
Trevin Jones,33.0,170.18,13.0,10.0,2.13,4.29
Trevor Peek,29.0,175.26,9.0,1.0,5.09,4.37
Trevor Prangley,51.0,185.42,34.0,11.0,2.59,2.02
Trevor Smith,43.0,190.5,15.0,10.0,3.2900000000000005,3.31
Trey Ogden,34.0,180.34,17.0,6.0,3.38,3.59
Trey Waters,29.0,195.58,8.0,1.0,6.45,3.95
Tristan Connelly,38.0,177.80000000000004,14.0,8.0,3.31,2.9599999999999995
Troy Mandaloniz,44.0,175.26,3.0,2.0,3.52,4.71
Tsuyoshi Kohsaka,54.0,180.34,27.0,19.0,1.88,4.41
Tucker Lutz,29.0,172.72,12.0,4.0,3.74,3.25
Tulio Palhares,,185.42,2.0,16.0,0.0,0.0
Tyler Diamond,33.0,170.18,9.0,1.0,3.4,2.53
Tyler Toner,40.0,172.72,15.0,7.0,2.95,2.13
Tyron Woodley,41.0,175.25999999999996,19.0,7.0,2.36,2.76
Tyrone Roberts,,175.26,43.0,12.0,0.0,0.0
Tyson Griffin,39.0,167.64000000000001,16.0,8.0,3.71,2.3
Tyson Nam,40.0,170.18,21.0,14.0,3.87,4.97
Tyson Pedro,32.0,190.5,10.0,5.0,2.9,2.39
Ulysses Gomez,40.0,167.64,9.0,5.0,2.72,3.57
Umar Nurmagomedov,28.0,172.72,17.0,0.0,4.75,0.56
Uriah Hall,39.0,182.88,18.0,11.0,3.23,3.85
Urijah Faber,44.0,167.64,35.0,11.0,2.65,2.59
Uros Medic,30.0,185.42,9.0,2.0,5.64,3.18
Vagner Rocha,41.0,177.8,14.0,4.0,2.64,4.5
Val Woodburn,30.0,172.72,7.0,2.0,1.6,4.93
Valentina Shevchenko,36.0,165.1,23.0,4.0,3.28,2.11
Valeri Ignatov,,175.26,1.0,2.0,0.0,0.0
Valerie Letourneau,40.0,170.18,8.0,6.0,4.51,5.400000000000001
Valmir Lazaro,38.0,182.88,15.0,5.0,4.87,4.09
Vanessa Demopoulos,35.0,157.48,10.0,5.0,3.44,5.06
Vanessa Melo,36.0,165.1,11.0,8.0,3.48,6.13
Vaughan Lee,41.0,167.64,14.0,13.0,3.47,2.07
Vernon Ramos Ho,31.0,167.64,3.0,1.0,4.0,8.0
Vernon White,52.0,182.88,26.0,33.0,2.11,2.2
Veronica Hardy,28.0,162.56,8.0,4.0,3.27,4.1
Viacheslav Borshchev,32.0,180.34,7.0,3.0,5.82,4.07
Vicente Luque,32.0,180.34,22.0,9.0,5.17,5.15
Victor Altamirano,33.0,172.72,12.0,4.0,4.55,3.7
Victor Henry,36.0,170.18,23.0,6.0,8.26,5.95
Victor Martinez,32.0,172.72,13.0,5.0,8.65,7.45
Victor Rodriguez,31.0,165.1,7.0,4.0,1.59,6.11
Victor Valimaki,,182.88,18.0,10.0,3.94,2.99
Victoria Leonardo,34.0,165.1,9.0,6.0,3.27,4.7
Vik Grujic,47.0,180.34,6.0,6.0,2.24,3.39
Viktor Pesta,33.0,190.5,10.0,4.0,1.58,2.54
Viktoriia Dudakova,25.0,165.1,8.0,0.0,3.14,2.45
Vinc Pichel,41.0,177.8,14.0,3.0,3.56,2.5
Vince Cachero,34.0,167.64,7.0,4.0,3.29,6.51
Vince Morales,33.0,175.26,11.0,7.0,4.17,4.24
Vinicius Moreira,35.0,193.04,9.0,5.0,3.15,5.07
Vinicius Oliveira,28.0,175.26,20.0,3.0,5.42,2.94
Vinicius Queiroz,40.0,200.66,8.0,4.0,3.67,4.1
Vinicius Salvador,27.0,170.18,14.0,6.0,5.44,6.05
Vinny Magalhaes,39.0,190.5,14.0,9.0,2.14,3.97
Virna Jandiroba,35.0,160.02,19.0,3.0,2.34,3.03
Viscardi Andrade,40.0,180.34,19.0,6.0,3.26,2.77
Vitor Belfort,46.0,182.88,26.0,14.0,1.59,2.83
Vitor Miranda,45.0,185.42,12.0,5.0,2.98,2.95
Vitor Petrino,26.0,187.96,11.0,0.0,2.74,2.49
Viviane Araujo,37.0,162.56,12.0,6.0,4.11,4.96
Viviane Pereira,30.0,154.94,13.0,2.0,2.7,4.48
Vladimir Matyushenko,53.0,182.88,27.0,8.0,1.8999999999999997,1.62
Volkan Oezdemir,34.0,187.96,19.0,7.0,4.59,3.92
Wade Shipp,49.0,190.5,11.0,5.0,4.29,2.14
Wagner Campos,42.0,167.64,12.0,10.0,1.54,2.53
Wagner Prado,37.0,182.88,12.0,3.0,1.72,3.06
Wagner Silva,37.0,182.88,6.0,3.0,1.69,2.87
Waldo Cortes-Acosta,32.0,193.04,11.0,1.0,6.13,4.02
Walel Watson,39.0,180.34,14.0,10.0,2.1,3.79
Wallid Ismail,56.0,170.18,9.0,3.0,0.92,0.83
Walt Harris,40.0,195.58,13.0,10.0,3.05,3.33
Wanderlei Silva,47.0,180.34,35.0,13.0,2.7900000000000005,2.19
Wang Guan,38.0,175.26,20.0,1.0,4.73,3.27
War Machine,42.0,180.34,14.0,5.0,2.32,3.17
Warlley Alves,33.0,180.34,15.0,7.0,3.25,4.21
Waylon Lowe,43.0,170.18,16.0,7.0,1.88,2.4
Wellington Turman,27.0,182.88,18.0,8.0,3.23,4.17
Wendell Oliveira Marques,40.0,177.8,29.0,10.0,3.77,4.4
Wes Albritton,,177.8,0.0,1.0,0.0,0.0
Wes Combs,50.0,187.96,20.0,6.0,2.14,4.73
Wes Sims,44.0,208.28,24.0,14.0,0.98,2.9500000000000006
Wesley Correira,45.0,190.5,20.0,16.0,2.6,8.8
Westin Wilson,35.0,185.42,16.0,9.0,2.11,6.62
Will Brooks,37.0,177.8,18.0,4.0,4.26,2.54
Will Campuzano,37.0,175.26,14.0,6.0,2.43,3.82
Will Chope,33.0,193.04,34.0,13.0,4.43,9.93
Willamy Freire,36.0,172.72,26.0,6.0,1.53,0.93
William Gomis,26.0,182.88,13.0,2.0,2.62,1.49
William Knight,35.0,177.8,11.0,5.0,2.62,3.3
William Macario,32.0,180.34,9.0,3.0,4.92,3.96
Willie Gates,37.0,172.72,12.0,7.0,1.8,4.28
Wilson Gouveia,45.0,185.42,14.0,8.0,3.02,4.06
Wilson Reis,39.0,162.56,23.0,10.0,1.8299999999999998,3.04
Wu Yanan,27.0,172.72,13.0,6.0,4.23,4.95
Wulijiburen,35.0,175.26,20.0,9.0,1.61,3.02
Xavier Foupa-Pokam,41.0,185.42,32.0,22.0,1.47,2.5
Yair Rodriguez,31.0,180.34,16.0,5.0,4.65,3.9899999999999998
Yan Cabral,40.0,180.34,13.0,3.0,2.02,1.98
Yan Xiaonan,34.0,165.1,17.0,3.0,5.55,3.56
Yana Santos,34.0,167.64,14.0,8.0,4.16,3.03
Yanal Ashmouz,28.0,175.26,7.0,1.0,3.08,5.35
Yancy Medeiros,36.0,177.8,15.0,8.0,4.36,5.67
Yanis Ghemmouri,29.0,175.26,12.0,2.0,2.27,4.22
Yao Zhikui,33.0,165.1,2.0,4.0,1.44,2.82
Yaotzin Meza,43.0,175.26,21.0,11.0,1.43,1.62
Yasuhiro Urushitani,47.0,165.1,21.0,8.0,3.47,4.71
Yazmin Jauregui,25.0,160.02,11.0,1.0,6.26,5.12
Yizha,27.0,170.18,25.0,4.0,2.82,2.2
Yoel Romero,46.0,182.88,13.0,5.0,3.44,3.05
Yohan Lainesse,31.0,185.42,9.0,3.0,2.22,3.38
Yoislandy Izquierdo,40.0,180.34,10.0,4.0,2.93,1.4
Yoji Anjo,57.0,180.34,0.0,5.0,0.0,3.1300000000000003
Yorgan De Castro,37.0,182.88,6.0,3.0,2.46,3.85
Yosdenis Cedeno,39.0,172.72,10.0,6.0,1.64,1.6
Yoshihiro Akiyama,48.0,177.8,14.0,6.0,3.1,3.62
Yoshiki Takahashi,55.0,180.34,30.0,27.0,2.26,6.47
Yoshinori Horie,28.0,172.72,8.0,2.0,2.76,5.65
Yoshiyuki Yoshida,49.0,180.34,18.0,9.0,0.85,3.6700000000000004
Youssef Zalal,27.0,177.8,14.0,5.0,2.88,1.73
Yui Chul Nam,42.0,175.26,18.0,8.0,3.53,2.0
Yuki Kondo,48.0,180.34,60.0,33.0,1.14,2.57
Yuki Sasaki,47.0,187.96,25.0,22.0,1.09,1.2
Yuri Vaulin,,193.04,0.0,1.0,0.0,0.0
Yuri Villefort,33.0,182.88,10.0,5.0,3.18,5.42
Yusaku Kinoshita,23.0,182.88,6.0,3.0,4.65,5.12
Yushin Okami,42.0,187.96,34.0,12.0,2.06,2.25
Yusuke Kasuya,34.0,170.18,9.0,3.0,2.17,4.34
Yuta Sasaki,34.0,177.8,21.0,6.0,2.16,2.5
Yves Edwards,47.0,175.26,42.0,22.0,2.91,2.34
Yves Jabouin,44.0,170.18,20.0,11.0,3.06,2.93
Zabit Magomedsharipov,33.0,185.42,18.0,1.0,4.89,3.0
Zac Pauga,36.0,187.96,7.0,3.0,4.46,2.73
Zach Light,50.0,172.72,9.0,11.0,0.81,1.9
Zach Makovsky,40.0,162.56,20.0,8.0,1.94,2.24
Zach Reese,30.0,193.04,6.0,1.0,3.93,6.56
Zak Cummings,39.0,182.87999999999997,25.0,7.0,2.96,2.91
Zak Ottow,37.0,180.34,17.0,7.0,2.63,2.73
Zane Frazier,,195.58,4.0,11.0,0.0,0.0
Zarah Fairn,40.0,172.72,6.0,6.0,4.55,7.4
Zarrukh Adashev,31.0,165.1,4.0,4.0,3.65,3.04
Zelim Imadaev,29.0,182.88,8.0,3.0,2.91,4.35
Zhalgas Zhumagulov,35.0,162.56,14.0,9.0,5.24,5.86
Zhang Lipeng,34.0,180.34,23.0,9.0,1.28,1.88
Zhang Mingyang,25.0,187.96,17.0,6.0,9.23,6.39
Zhang Tiequan,45.0,172.72,15.0,4.0,1.23,2.14
Zhang Weili,34.0,162.56,24.0,3.0,5.94,3.44
Zubaira Tukhugov,33.0,172.72,20.0,6.0,3.17,3.07
Zviad Lazishvili,32.0,167.64,13.0,1.0,4.2,6.13
